id,Pop_2024,Inc_2024
8744cc60bffffff,27,50000
8744cdd46ffffff,10,50000
8744cd524ffffff,28,50000
8744e839cffffff,8,50000
8744c14a9ffffff,6,75000
8744c3820ffffff,35,100000
8744c3831ffffff,60,100000
8744cc14affffff,25,100000
8744cc161ffffff,31,100000
8744c3830ffffff,71,100000
8744c3919ffffff,84,100000
8744ce313ffffff,11,100000
8744e8210ffffff,15,100000
8744cc193ffffff,65,75000
8744c0389ffffff,101,66862
8744c1574ffffff,52,66936
8744c3ca0ffffff,24,86124
8744dc203ffffff,227,44264
8744c3b83ffffff,118,39238
8744ccb6affffff,371,34231
8744ddb1dffffff,28,67099
8744c1b04ffffff,1499,53930
8744c14b2ffffff,196,33568
8744cca48ffffff,29,40584
8744c0319ffffff,24,40584
8744c311bffffff,61,46861
8744c156affffff,1304,55072
8744c22b6ffffff,3088,34613
8744c1b62ffffff,129,70380
8744e9490ffffff,132,33748
8744c3bb5ffffff,4,67500
8744c3bb6ffffff,6,67500
8744c312effffff,6,67500
8744c34b3ffffff,89,35000
8744eacc9ffffff,8,59164
8744ea020ffffff,14,59164
8744ea565ffffff,24,59164
8744dcaebffffff,32,45336
8744c35b4ffffff,59,75000
8744ea2a2ffffff,730,23956
8744c270affffff,29,33882
8744c109effffff,933,48899
8744ccaccffffff,42,53051
8744c2231ffffff,351,67849
8744c2a99ffffff,29,75000
8744c3744ffffff,5,42500
8744c3771ffffff,11,42500
8744c3775ffffff,8,42500
8744c3703ffffff,14,42500
8744c3581ffffff,38,41176
8744c02e4ffffff,717,52233
8744ce865ffffff,102,106544
8744c388bffffff,13,41089
8744ce620ffffff,15,41089
8744ce626ffffff,12,41089
8744c232affffff,56,68088
8744dd813ffffff,106,38155
8744dd834ffffff,60,85912
8744dc143ffffff,28,41495
8744ebae5ffffff,48,41637
8744c3009ffffff,22,41614
8744cecf5ffffff,70,41514
8744cc103ffffff,92,68385
8744cdc28ffffff,49,41495
8744cdd5effffff,28,41495
8744ced9effffff,72,46129
8744dca2effffff,31,41420
8744c3881ffffff,34,41368
8744c20d1ffffff,55,41368
8744ea1a0ffffff,42,54671
8744c38e5ffffff,19,41302
8744c3512ffffff,43,41302
8744c3531ffffff,12,41302
8744c8d1cffffff,8,41302
8744ce4daffffff,16,41302
8744ce8b0ffffff,1117,67792
8744ebc20ffffff,73,34234
8744cc048ffffff,26,41089
8744c2a8cffffff,224,51363
8744c20c0ffffff,595,61399
8744ddd44ffffff,786,53109
8744c109cffffff,671,58670
8744c1a0affffff,764,26005
8744eb6e6ffffff,13,40584
8744cd8b6ffffff,16,41420
8744c3ad9ffffff,146,34321
8744d8963ffffff,143,65311
8744c22b2ffffff,4678,52677
8744eba0affffff,161,39789
8744ebae6ffffff,255,34414
8744ce41dffffff,9,41302
8744dcb90ffffff,19,41089
8744dcb91ffffff,11,41089
8744dc2f2ffffff,36,59164
8744ddc25ffffff,61,75000
8744c102affffff,82,75000
8744c1a92ffffff,6297,52885
8744dd596ffffff,70,71478
8744c3b2effffff,28,118327
8744c2af5ffffff,16,59164
8744c2220ffffff,420,54948
8744c3adaffffff,206,52377
8744cc025ffffff,261,54445
8744cc872ffffff,31,69080
8744cc8a0ffffff,180,77045
8744c028dffffff,80,41585
8744ce508ffffff,68,69161
8744c230effffff,80,69161
8744c230cffffff,27,69231
8744c2351ffffff,50,69231
872649a34ffffff,14,75000
8744e9489ffffff,29,75000
8744cc46effffff,21,41495
8744c1663ffffff,3761,76015
8744ebb5affffff,242,70532
8744eacc3ffffff,37,69429
8744cc816ffffff,155,75000
8744ce40effffff,45,59809
8744c3586ffffff,112,42192
8744eb2ccffffff,46,59689
8744e8744ffffff,46,46758
8744dd860ffffff,56,69497
8744e8754ffffff,48,46791
8744c1ab1ffffff,4196,28624
8744eb620ffffff,84,48523
8744c1781ffffff,71,69553
8744cdd4bffffff,63,53153
8744ce94bffffff,198,107938
8744c369dffffff,53,69638
8744c36abffffff,58,69638
8744c315dffffff,30,64437
8744eb2e6ffffff,35,60000
8744ce476ffffff,54,64650
8744eacc4ffffff,33,60207
8744cc82effffff,44,60000
8744c30d4ffffff,11,35000
8744c3749ffffff,19,35000
8744ce14dffffff,47,35000
8744c38a2ffffff,19,35000
8744cc3aaffffff,35,35000
8744dcb0effffff,18,35000
8744dcb1cffffff,20,35000
8744dcb23ffffff,27,35000
8744dc123ffffff,28,35000
8744c02b5ffffff,24,35000
8744c062dffffff,13,35000
8744c0742ffffff,17,35000
8744c1c9dffffff,36,35000
8744c1cabffffff,28,35000
8744ea85effffff,21,35000
8744cdc51ffffff,23,35000
8744cd988ffffff,20,35000
8744e86a9ffffff,18,35000
8744eb12dffffff,52,35000
8744eb548ffffff,48,35000
8744ceb15ffffff,10,87500
8744c1c54ffffff,7,87500
8744cc828ffffff,15,60000
8744c350bffffff,19,59164
8744dc30bffffff,6,59164
8744ce0f5ffffff,17,59164
872649b41ffffff,44,60354
872649b4effffff,54,60354
8744dddb1ffffff,87,47167
8744c1ab5ffffff,2584,36893
8744cc011ffffff,575,52610
8744ea42bffffff,815,49865
8744c3b81ffffff,102,45526
8744c156bffffff,1685,42021
8744c0640ffffff,24,29167
8744cc25dffffff,3101,35521
8744c3682ffffff,20,60354
8744e8669ffffff,83,60550
8744cddb1ffffff,11,60000
8744dda16ffffff,16,60000
8744ce712ffffff,15,60000
8744ce7aaffffff,37,60000
8744dc96bffffff,36,60550
8744cc0b4ffffff,33,60354
8744dda14ffffff,14,60354
8744c3731ffffff,25,47190
8744c3704ffffff,30,47190
8744eb06dffffff,37,60464
8744c1ca9ffffff,40,47282
8744c315affffff,66,66862
8744c3173ffffff,61,66862
8744ea3b3ffffff,28,60550
8744eb76effffff,29,60550
8744ddc8cffffff,88,50000
8744eb431ffffff,67,60619
8744c1311ffffff,7610,54186
8744eb434ffffff,19,60675
8744c1501ffffff,50,60354
8744cec45ffffff,23,60000
8744ea6e3ffffff,1004,55212
8744cdd8cffffff,32,52941
8744c1a12ffffff,6955,38346
8744c120cffffff,3818,107024
8744c2018ffffff,43,53002
8744dc2a1ffffff,53,29434
8744cecdcffffff,52,85714
8744dc81cffffff,46,50000
8744eb589ffffff,15,60354
872649274ffffff,19,60354
8744ccb6effffff,76,29472
8744c3605ffffff,21,29084
8744dcbb5ffffff,17,29084
8744dcbb6ffffff,18,29084
8744dc8c8ffffff,9,29084
8744dc8caffffff,13,29084
8744e9583ffffff,153,70825
8744c3a29ffffff,1008,71639
8744cd8a2ffffff,61,53153
8744cc04dffffff,22,60550
8744ddc69ffffff,36,85912
8744cc9a6ffffff,21,60354
8744ceaadffffff,28,86124
8744c1ae1ffffff,3963,84783
8744dc8a5ffffff,780,61451
8744ddd99ffffff,23,60000
8744e9592ffffff,14,60000
8744cc19cffffff,37,85714
8744c2725ffffff,24,85714
8744c22e9ffffff,259,69850
8744eb49cffffff,98,46268
8744cc708ffffff,219,86306
8744eb58dffffff,36,67238
8744eb486ffffff,67,43275
8744eb4b2ffffff,71,43275
8744c1486ffffff,247,33961
8744c182effffff,510,53649
8744eb982ffffff,206,53367
8744dc9b6ffffff,43,80071
8744cc0e2ffffff,1184,34561
8744c1a03ffffff,2443,48733
8744c1a32ffffff,8076,48619
8744c2a80ffffff,28,53480
8744c344dffffff,72,54859
8744dc3a0ffffff,12,84511
8744ce576ffffff,5,62500
8744c3573ffffff,6,62500
8744dc051ffffff,4,62500
8744dc149ffffff,12,62500
8744dc16bffffff,11,62500
8744c3db5ffffff,6,62500
8744c2accffffff,4,62500
8744e86b3ffffff,4,62500
8744e86f0ffffff,12,62500
8744eab69ffffff,5,62500
8744cc015ffffff,317,60753
8744ddb83ffffff,128,100000
8744ddda2ffffff,35,43539
8744c3055ffffff,56,38139
8744c1c9cffffff,43,37916
8744c34e1ffffff,19,43371
8744eb415ffffff,72,48258
8744c3076ffffff,93,50000
8744eba1bffffff,124,43445
8744c0226ffffff,44,48183
8744c0600ffffff,6,29084
8744c0611ffffff,6,29084
8744c0615ffffff,6,29084
8744c06a9ffffff,7,29084
8744c06adffffff,13,29084
872649b1bffffff,58,75000
8744ea4c8ffffff,57,50000
8744c331cffffff,90,57441
8744c1750ffffff,2260,82991
8744ce556ffffff,42,86188
8744c2774ffffff,61,50000
8744c3494ffffff,114,37013
8744c1b03ffffff,3529,47013
8744c20e6ffffff,70,50000
8744c3606ffffff,142,46949
8744c3314ffffff,62,56748
8744c2ac4ffffff,22,85912
8744c2308ffffff,63,66741
8744dc322ffffff,62,72067
8744c1556ffffff,14,108124
8744eba0bffffff,187,32920
8744c3148ffffff,17,85357
8744dc346ffffff,29,85357
8744dc371ffffff,19,85357
8744c3ca6ffffff,21,85357
8744eab4bffffff,22,85357
8744c23a6ffffff,163,58065
8744c3a05ffffff,5952,53865
8744c2224ffffff,1752,74001
8744cc81bffffff,1736,53827
8744cc720ffffff,56,44054
8744cc706ffffff,40,44054
8744c3612ffffff,72,44070
8744dc208ffffff,113,55926
8744c1ba0ffffff,2004,104222
8744c1b8bffffff,2678,77676
8744dc376ffffff,88,72441
8744ebb5bffffff,252,73763
8744ccb63ffffff,195,39312
8744ddd62ffffff,820,51278
8744c30b6ffffff,16,54361
8744c3549ffffff,13,54361
8744cc6ecffffff,32,54361
8744cc8ddffffff,249,52732
8744c1743ffffff,3306,57380
8744c132affffff,7329,107136
8744c3c94ffffff,36,75000
8744c3364ffffff,241,35000
8744c35abffffff,36,54545
8744e849effffff,19,54545
8744eab26ffffff,19,54545
8744cdc62ffffff,72,56716
8744ebda0ffffff,1142,17338
8744ea5aeffffff,20,84511
8744dd918ffffff,123,75000
8744dd935ffffff,99,24371
8744cdc99ffffff,175,58922
8744c3300ffffff,120,57441
8744cc4a8ffffff,41,54671
8744dcaf2ffffff,27,54671
8744dc3a9ffffff,32,54671
8744eacc1ffffff,67,54671
8744cc030ffffff,312,42188
8744c3423ffffff,28,54761
8744dc06bffffff,67,54761
8744cc25cffffff,1955,46599
8744cc660ffffff,473,74234
8744eba96ffffff,412,44358
8744eb9b2ffffff,205,52496
8744dc20effffff,213,50000
8744c1b06ffffff,4718,78443
8744cc884ffffff,127,69429
8744c3688ffffff,115,68637
8744cc70dffffff,585,87725
8744cc88effffff,186,54815
8744ccbb4ffffff,139,54830
87264925dffffff,59,54830
8744ce414ffffff,113,69539
8744cc496ffffff,162,94041
8744cd845ffffff,45,54884
8744cdc73ffffff,287,67316
8744ea6aeffffff,1139,47522
8744c1b66ffffff,182,51580
8744ea58cffffff,151,71323
8744cd526ffffff,200,59484
8744ea4ddffffff,106,54928
8744dc89dffffff,25,41547
8744eababffffff,93,46775
8744e9492ffffff,705,32964
8744eb6d8ffffff,119,46307
8744c17a2ffffff,506,48372
8744c10aaffffff,227,98639
8744cc775ffffff,68,33142
8744c1064ffffff,4357,59393
8744c1985ffffff,817,69401
8744cc12bffffff,235,66440
8744eb625ffffff,87,44595
8744eb631ffffff,281,55750
8744eba66ffffff,258,46995
8744dc213ffffff,217,56325
8744eb430ffffff,54,69638
8744c3613ffffff,67,55092
8744c0280ffffff,391,35358
8744e9495ffffff,323,27246
8744c3046ffffff,34,60550
8744c1b02ffffff,718,30297
8744c1b75ffffff,48,63384
8744cdc86ffffff,40,60619
8744eb8ecffffff,288,44912
8744e8240ffffff,1237,80554
8744c3ad8ffffff,105,60550
8744c1d4bffffff,511,80838
8744c10a5ffffff,1260,41710
8744ce55effffff,216,69526
8744c1310ffffff,5895,78038
8744ce8c0ffffff,90,75000
8744c1980ffffff,250,68246
8744dc22dffffff,622,49199
8744ce429ffffff,141,64728
8744c104affffff,6370,60032
8744c2226ffffff,840,62694
8744ccb81ffffff,34,63384
8744ccb8cffffff,21,63384
8744ccb9affffff,36,63384
8744cc14dffffff,21,63384
8744eb4a4ffffff,138,52420
8744eb599ffffff,141,52420
8744c3680ffffff,64,70942
8744c1193ffffff,688,49481
8744eb395ffffff,39,44898
8744c1ba4ffffff,678,111641
8744ebaf2ffffff,526,51341
8744c1576ffffff,370,76413
8744c34e8ffffff,19,44898
8744c34d8ffffff,19,44898
8744eb2e0ffffff,64,68571
8744dc8a4ffffff,89,80310
8744ce501ffffff,6,87500
8744c2ae3ffffff,8,87500
8744ce552ffffff,141,75000
8744cd132ffffff,6,62500
8744c2356ffffff,163,70290
8744eb60cffffff,80,37007
8744e9491ffffff,266,26813
8744c2646ffffff,727,40292
8744c0214ffffff,121,64045
8744cdc8effffff,39,41547
8744ea258ffffff,80,63689
8744c224cffffff,111,75000
8744c1b0bffffff,2380,36082
8744cc16dffffff,72,85959
8744cc4a9ffffff,1229,45725
8744ddc0dffffff,554,34523
8744c36f6ffffff,258,57814
8744cc736ffffff,30,44898
8744c3796ffffff,13,44898
8744dcb6effffff,19,44898
87264934bffffff,31,44898
8744c1783ffffff,384,81565
8744c3029ffffff,61,60550
8744c3060ffffff,51,60550
8744c3070ffffff,53,60550
8744cc0e6ffffff,3530,38639
8744cc88dffffff,265,63907
8744dc202ffffff,136,50000
8744dd8adffffff,370,40752
8744c3834ffffff,53,100000
8744e9493ffffff,133,27488
8744eb8c8ffffff,143,45214
8744cc313ffffff,78,64895
8744cc36effffff,89,51816
8744cc36affffff,217,59496
8744c302cffffff,53,50000
8744ceb90ffffff,74,67053
8744c3acbffffff,277,36000
8744cca73ffffff,25,44576
8744c238cffffff,14,44576
8744dca68ffffff,41,50000
8744dc20dffffff,87,50000
8744c1c0affffff,445,74322
8744c106effffff,6143,50974
8744cec68ffffff,192,81990
8744ebd5bffffff,95,55769
8744ebc76ffffff,121,55769
8744eba74ffffff,340,76484
8744ce50bffffff,61,30999
8744c0209ffffff,70,30999
8744c36ddffffff,511,55250
8744c3b99ffffff,69,45276
8744cc881ffffff,104,55842
8744ea4cbffffff,106,51898
8744eb769ffffff,197,47761
8744ceb6bffffff,486,35000
8744eb70bffffff,69,60550
8744eab0bffffff,25,45195
8744cccecffffff,2681,78081
8744c2235ffffff,294,70761
8744eb063ffffff,205,75000
8744c3705ffffff,28,50000
8744eb164ffffff,45,50000
8744ccb21ffffff,27,55908
8744cead9ffffff,37,55908
8744ea493ffffff,735,69292
8744cdcc2ffffff,31,64286
8744ebb81ffffff,93,56678
8744eb6d9ffffff,74,45419
8744cd912ffffff,32,45276
8744c36d5ffffff,49,50000
8744c3510ffffff,31,50000
8744c0740ffffff,39,50000
8744ea75cffffff,2514,108182
8744eaa0bffffff,36,40815
8744eb422ffffff,63,70898
8744c1529ffffff,117,58582
8744ea049ffffff,95,56748
8744dd040ffffff,49,67288
8744c114bffffff,5161,39489
8744eba71ffffff,229,48164
8744eba24ffffff,113,31142
8744c398affffff,93,39054
8744cc354ffffff,301,42150
8744dc255ffffff,54,60675
8744c3b9affffff,152,56074
8744dca46ffffff,30,50000
8744dc9a2ffffff,79,45540
8744cdca9ffffff,350,58889
8744cdc9dffffff,174,56888
8744c100affffff,745,18391
8744ea303ffffff,28,44898
8744ea421ffffff,55,85357
8744c3a96ffffff,54,77337
8744c1aaeffffff,6464,58540
8744ccc1dffffff,126,61598
8744c1984ffffff,733,69526
8744cc253ffffff,2091,43832
8744c1aa1ffffff,4316,54806
8744eb2c1ffffff,42,52078
8744dc886ffffff,12,89927
8744e82c8ffffff,2048,59077
8744ce020ffffff,73,45579
8744c1181ffffff,2941,75922
8744c3342ffffff,48,37489
8744c8dabffffff,54,52240
8744c1c98ffffff,16,50000
8744c2074ffffff,19,50000
8744ce96dffffff,17,150000
8744cca55ffffff,4,37500
8744cdd08ffffff,87,56250
8744c3224ffffff,13,75000
8744c368cffffff,61,75000
8744ce85bffffff,34,75000
8744ce8e3ffffff,59,75000
8744dd91cffffff,36,75000
8744dd92bffffff,24,75000
8744ceb05ffffff,17,75000
8744ce50effffff,17,75000
8744ceb12ffffff,11,75000
8744ceba3ffffff,30,75000
8744dd826ffffff,41,75000
8744cec92ffffff,35,75000
8744dd90affffff,86,75000
8744c3ba3ffffff,54,75000
8744c3196ffffff,16,75000
8744c225cffffff,33,75000
8744c14f4ffffff,102,75000
8744c1414ffffff,27,75000
8744c3872ffffff,10,75000
8744cc842ffffff,10,75000
8744cc859ffffff,31,75000
8744cc070ffffff,22,75000
8744c235bffffff,20,75000
8744eacd5ffffff,39,75000
8744ea0f1ffffff,57,75000
8744ea153ffffff,49,75000
8744cc368ffffff,19,75000
8744cdc44ffffff,34,75000
8744cdc45ffffff,23,75000
8744ce319ffffff,34,75000
8744eba86ffffff,31,75000
8744eb046ffffff,586,76457
8744eb6c0ffffff,48,45419
8744c14cbffffff,92,72140
8744ddce9ffffff,841,82035
8744ea2a1ffffff,132,58251
8744c225affffff,454,86338
8744ea366ffffff,39,64437
8744cc829ffffff,39,60000
8744c3666ffffff,70,41368
8744eb610ffffff,457,38654
8744ebc01ffffff,82,45511
8744c232bffffff,205,69643
8744dd9a6ffffff,159,41547
8744c22c5ffffff,57,61600
8744cdd89ffffff,35,56362
8744c35b6ffffff,153,86306
8744c3addffffff,73,69671
8744c20d2ffffff,274,50624
8744c1201ffffff,3419,85528
8744c1183ffffff,2251,62923
8744ea8caffffff,41,64650
8744c1635ffffff,2654,78323
8744dc31affffff,35,60464
8744c36a1ffffff,89,49041
8744c1d29ffffff,190,60354
8744cc005ffffff,202,70416
8744cd91effffff,57,41302
8744ce4a4ffffff,43,41213
8744c3910ffffff,39,60413
8744c3980ffffff,72,60413
8744e82c0ffffff,2043,114341
8744cdce6ffffff,265,53198
8744c2286ffffff,3865,58052
8744ced90ffffff,358,26358
8744eb98affffff,118,56489
8744ebb14ffffff,34,45195
8744ea006ffffff,49,59862
8744c2340ffffff,188,48429
8744cd5a5ffffff,569,38913
8744c225bffffff,377,75792
8744dcad9ffffff,74,41261
8744c2671ffffff,2137,54085
8744eb420ffffff,90,67209
8744ce4b0ffffff,39,41302
8744ddb5affffff,28,41302
8744dc9a6ffffff,726,61394
8744c1a04ffffff,1364,56677
8744cc94cffffff,51,56584
8744cd91cffffff,43,41420
8744cec44ffffff,42,60207
